id,entity_id,entity_label,relation_id,relation_label,question,span
17964,Q254510,Melissa Auf der Maur,P136,genre,what kind of music does melissa auf der maur perform,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
17965,Q6074592,Irving Goff,P20,place of death,what city did irving goff die in,"[0, 0, 0, 1, 1, 0, 0]"
17966,Q100,Boston,P19,place of birth,Who was born in Boston?,"[0, 0, 0, 0, 1]"
17967,Q7355487,Rockliffe Fellowes,P509,cause of death,how did rockliffe fellowes die,"[0, 0, 1, 1, 0]"
17968,Q554682,6204 MacKenzie,P196,minor planet group,which group belongs 6204 mackenzie,"[0, 0, 0, 1, 1]"
17969,Q3231865,Les Créatures,P495,country of origin,where was les creatures filmed,"[0, 0, 1, 0, 0]"
17970,Q3521915,Aion,P136,genre,what kind of music does aion perform,"[0, 0, 0, 0, 0, 1, 0]"
17971,Q707538,Stephen Dillane,P40,child,who is Stephen Dillane's child?,"[0, 0, 1, 1, 0]"
17972,Q1747149,The Great Buck Howard,P272,production company,who produced the great buck howard,"[0, 0, 1, 1, 1, 1]"
17973,Q281194,Jim Lyttle,P19,place of birth,which city was jim lyttle born,"[0, 0, 0, 1, 1, 0]"
17974,Q424,Cambodia,P19,place of birth,who was born in cambodia?,"[0, 0, 0, 0, 1]"
17975,Q876171,East Coast hip hop,P136,genre,which album is of the east coast hip hop genre,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
17976,Q223769,DMX,P27,country of citizenship,what is dmx's country of nationality?,"[0, 0, 1, 0, 0, 0]"
17977,Q4932802,Bob Hite,P21,sex or gender,what gender is  bob hite,"[0, 0, 0, 1, 1]"
17978,Q17013953,Phantom India,P495,country of origin,What country produced the film the documentaries of louis malle: phantom india,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
17979,Q5520071,GamesMaster,P495,country of origin,what is the country of origin of gamesmaster,"[0, 0, 0, 0, 0, 0, 0, 1]"
17980,Q458261,Cathy Downs,P20,place of death,where did cathy downs pass away in,"[0, 0, 1, 1, 0, 0, 0]"
17981,Q130232,drama film,P136,genre,Name a drama film found on Netflix,"[0, 0, 1, 1, 0, 0, 0]"
17982,Q3069099,Fernand Coulibaly,P21,sex or gender,what gender is fernand coulibaly,"[0, 0, 0, 1, 1]"
17983,Q668,India,P19,place of birth,who was born in india?,"[0, 0, 0, 0, 1]"
17984,Q193592,midfielder,P413,position played on team / speciality,Which soccer player is a midfielder?,"[0, 0, 0, 0, 0, 1]"
17985,Q980980,Ekrem Jevrić,P27,country of citizenship,what is ekrem jevrić's country of nationality?,"[0, 0, 1, 1, 0, 0, 0]"
17986,Q3110940,Gordon Wood,P21,sex or gender,what gender is gordon wood?,"[0, 0, 0, 1, 1]"
17987,Q531606,Edwin Abbott Abbott,P50,author,what's one of the books that edwin abbott abbott wrote,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
17988,Q16744705,Pilot,P57,director,who is the director of pilot,"[0, 0, 0, 0, 0, 1]"
17989,Q43845,businessperson,P106,occupation,who is an example of a professional businessman?,"[0, 0, 0, 0, 0, 0, 0, 0]"
17990,Q7506783,Sian Charlesworth,P264,record label,which label signed sian charlesworth,"[0, 0, 0, 1, 1]"
17991,Q3072748,Rudolf Demme,P607,conflict,In what war did rudolf demme participate in?,"[0, 0, 0, 0, 1, 1, 0, 0]"
17992,Q6257292,John Semple Galbraith,P27,country of citizenship,what is john semple galbraith's nationality?,"[0, 0, 1, 1, 1, 0]"
17993,Q2622113,Al Waxman,P106,occupation,What does al waxman do for a living,"[0, 0, 1, 1, 0, 0, 0, 0]"
17994,Q5082235,Charles Rutter,P19,place of birth,where was charles rutter born,"[0, 0, 1, 1, 0]"
17995,Q99006,Anna-Sophia Claus,P106,occupation,what is anna-sophia claus's profession?,"[0, 0, 1, 1, 0]"
17996,Q16658057,Andrew McDonough,P19,place of birth,where was andrew mcdonough born,"[0, 0, 1, 1, 0]"
17997,Q247237,Autechre,P264,record label,what company is autechre with?,"[0, 0, 0, 1, 0]"
17998,Q4813259,Athanata Rebetika,P175,performer,who released the athanata rebetika album,"[0, 0, 0, 1, 1, 0]"
17999,Q7817545,Tom Shaw,P413,position played on team / speciality,which soccer position is played by tom shaw ,"[0, 0, 0, 0, 0, 0, 1, 1]"
18000,Q325377,Malcolm McLaren,P136,genre,What kind of music does malcolm mclaren make,"[0, 0, 0, 0, 0, 1, 1, 0]"
18001,Q83270,hard rock,P136,genre,who plays hard rock,"[0, 0, 1, 1]"
18002,Q713537,Stefan Sofiyanski,P140,religion or worldview,what religion does stefan sofiyanski follow,"[0, 0, 0, 1, 1, 0]"
18003,Q7376445,"Rubén Amaro, Jr.",P19,place of birth,"In what u.s. city was rubén amaro, jr. born?","[0, 0, 0, 0, 0, 1, 1, 1, 0]"
18004,Q4707089,Alan Kogosowski,P27,country of citizenship,what country is alan kogosowski from,"[0, 0, 0, 1, 1, 0]"
18005,Q1362106,Michael Balcon,P162,producer,Name a film produced by michael balcon,"[0, 0, 0, 0, 0, 1, 1]"
18006,Q3082363,Franco Cucinotta,P413,position played on team / speciality,what position does franco cucinotta play ,"[0, 0, 0, 1, 1, 0]"
18007,Q55411,Wim Wenders,P58,screenwriter,Which film did wim wenders write?,"[0, 0, 0, 1, 1, 0]"
18008,Q2894908,Arisia Rrab,P170,creator,who created the character arisia rrab,"[0, 0, 0, 0, 1, 1]"
18009,Q3896119,Parker,P1040,film editor,who edited the movie called parker,"[0, 0, 0, 0, 0, 1]"
18010,Q462471,power forward,P413,position played on team / speciality,whats the name of an australian basket player who plays power forward,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
18011,Q229351,Tamara de Lempicka,P170,creator,What is the work of art created in 1932 by tamara de lempicka?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
18012,Q3042599,Władysław Bortnowski,P19,place of birth,where was władysław bortnowski born,"[0, 0, 1, 1, 0]"
18013,Q3242950,kidney cancer,P509,cause of death,Who died from renal cancer,"[0, 0, 0, 0, 1]"
18014,Q348024,Carlo Crivelli,P20,place of death,which city did carlo crivelli die,"[0, 0, 0, 1, 1, 0]"
18015,Q49451,progressive rock,P136,genre,what's the name of a progressive rock band,"[0, 0, 0, 0, 0, 1, 1, 0]"
18016,Q5670349,Harry Kondoleon,P19,place of birth,What city was harry kondoleon born in?,"[0, 0, 0, 1, 1, 0, 0]"
18017,Q82955,politician,P106,occupation,which politician was born in Sincelejo?,"[0, 1, 0, 0, 0, 0]"
18018,Q1239500,Don Sebesky,P19,place of birth,Where was don sebesky born?,"[0, 0, 1, 1, 0]"
18019,Q1149868,left fielder,P413,position played on team / speciality,who is a left fielder?,"[0, 0, 0, 1, 1]"
18020,Q928503,Luca Tognozzi,P413,position played on team / speciality,What soccer position does luca tognozzi play,"[0, 0, 0, 0, 1, 1, 0]"
18021,Q554567,Danilo Turcios,P21,sex or gender,which gender is danilo turcios,"[0, 0, 0, 1, 1]"
18022,Q1298754,Thank You for the Music,P407,language of work or name,in what language is thank you for the music song sung,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
18023,Q1424273,If I Were a Rich Man,P495,country of origin,is if i were a rich man from france or germany,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]"
18024,Q1361625,Federico Elduayen,P413,position played on team / speciality,what position does federico elduayen play in soccer,"[0, 0, 0, 1, 1, 0, 0, 0]"
18025,Q5338097,Edin Husić,P413,position played on team / speciality,Which position does edin husić,"[0, 0, 0, 1, 1]"
18026,Q619237,6429 Brancusi,P65,site of astronomical discovery,where was 6429 brancusi discovered,"[0, 0, 1, 1, 0]"
18027,Q1123745,glam punk,P136,genre,What musician plays glam punk,"[0, 0, 0, 1, 1]"
18028,Q63246,John George II,P27,country of citizenship,"from what european country is john george ii, prince of anhalt-dessau from","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
18029,Q4678848,Adam Chicksen,P19,place of birth,What is Adam Chicksen's birthplace?,"[0, 0, 1, 1, 0]"
18030,Q6477913,Lake Suttonfield,P17,country,What country is lake suttonfield within,"[0, 0, 0, 1, 1, 0]"
18031,Q311205,Chen Guangcheng,P21,sex or gender,What is chen guangcheng's gender?,"[0, 0, 1, 1, 0]"
18032,Q2236424,Nancy Rubins,P21,sex or gender,what is the gender of nancy rubins,"[0, 0, 0, 0, 0, 1, 1]"
18033,Q3710524,James Munkres,P106,occupation,What is the profession of james munkres?,"[0, 0, 0, 0, 0, 1, 1]"
18034,Q1363884,Tyler Zeller,P413,position played on team / speciality,which position in basketball does tyler zeller play?,"[0, 0, 0, 0, 0, 1, 1, 0]"
18035,Q3322088,Daniel Giménez Hernández,P413,position played on team / speciality,What football position does dani giménez play,"[0, 0, 0, 0, 0, 1, 0]"
18036,Q1110216,Project-X,P404,game mode,how can the game  project-x be played,"[0, 0, 0, 0, 1, 0, 0]"
18037,Q912910,Brian Piccolo,P413,position played on team / speciality,What position in american football does brian piccolo play,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
18038,Q938336,Tony Parenti,P20,place of death,where did tony parenti die,"[0, 0, 1, 1, 0]"
18039,Q11765696,Maciej Wilusz,P21,sex or gender,what is the gender of maciej wilusz?,"[0, 0, 0, 0, 0, 1, 1]"
18040,Q16196064,Julie Holland,P19,place of birth,where in the united states was  julie holland bron,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
18041,Q3476814,Season of Glass,P136,genre,what genre is the album season of glass,"[0, 0, 0, 0, 0, 1, 1, 1]"
18042,Q3086757,FreakyLinks,P495,country of origin,Where did freakylinks originate?,"[0, 0, 1, 0]"
18043,Q5511949,G-mik,P495,country of origin,what country is g-mik from?,"[0, 0, 0, 1, 0]"
18044,Q64,Berlin,P19,place of birth,Who was born in berlin?,"[0, 0, 0, 0, 1]"
18045,Q5468161,Forecast: Tomorrow,P175,performer,Who was the artist that created the album forecast: tomorrow,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
18046,Q177220,singer,P106,occupation,Name a singer,"[0, 0, 1]"
18047,Q380790,Yukteswar Giri,P19,place of birth,Where was Sri Yukteswar giri born?,"[0, 0, 0, 1, 1, 0]"
18048,Q641760,Ted,P495,country of origin,Where in north america is ted filmed in?,"[0, 0, 0, 0, 0, 1, 0, 0]"
18049,Q6775136,Martin Chase,P19,place of birth,where was martin chase born,"[0, 0, 1, 1, 0]"
18050,Q62033,Gisela of Swabia,P509,cause of death,what did gisela of swabia died from?,"[0, 0, 1, 1, 1, 0, 0]"
18051,Q184090,Preston,P19,place of birth,who was born in preston,"[0, 0, 0, 0, 1]"
18052,Q6751266,Manon Cleary,P27,country of citizenship,where is manon cleary from,"[0, 0, 1, 1, 0]"
18053,Q3353006,Oops! Wrong Planet,P136,genre,what genre is the album oops! wrong planet,"[0, 0, 0, 0, 0, 1, 1, 1]"
18054,Q3626950,Zayn Malik,P19,place of birth,what is zayn malik's birthplace,"[0, 0, 1, 1, 0]"
18055,Q7661459,Symphony,P364,original language of film or TV show,which language is spoken in symphony,"[0, 0, 0, 0, 0, 1]"
18056,Q721360,Orvar Bergmark,P20,place of death,Where was the place of death of orvar bergmark,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
18057,Q1485212,11756 Geneparker,P65,site of astronomical discovery,where was 11756 geneparker discovered,"[0, 0, 1, 1, 0]"
18058,Q54966,Sexmission,P364,original language of film or TV show,What language is used in sexmission,"[0, 0, 0, 0, 0, 1]"
18059,Q1852084,libertarian socialism,P1142,political ideology,which political party pursues libertarian socialism,"[0, 0, 0, 0, 1, 1]"
18060,Q2500127,John R. Swanton,P19,place of birth,What was the place of birth of john reed swanton,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
18061,Q42973,architect,P106,occupation,Name an architect. ,"[0, 0, 1]"
18062,Q273199,shooting guard,P413,position played on team / speciality,who plays shooting guard,"[0, 0, 1, 1]"
18063,Q2562542,Tevel,P31,instance of,what is hat-p-9,"[0, 0, 0]"
18064,Q918367,Mississippi Burning,P58,screenwriter,Who wrote the film mississippi burning,"[0, 0, 0, 0, 1, 1]"
18065,Q7349873,Robert Smith,P20,place of death,where specifically did robert smith pass away,"[0, 0, 0, 1, 1, 0, 0]"
18066,Q1515661,Gertrud Roll,P27,country of citizenship,which country is gertrud roll from,"[0, 0, 0, 1, 1, 0]"
18067,Q385558,Rough Trade,P264,record label,Who's a band from rough trade records,"[0, 0, 0, 0, 1, 1, 0]"
18068,Q7409587,Samiyam,P21,sex or gender,what is the sex of samiyam,"[0, 0, 0, 0, 0, 1]"
18069,Q369747,war film,P136,genre,whats a war film title,"[0, 0, 1, 1, 0]"
18070,Q7600246,Stanton Heck,P19,place of birth,where is stanton heck from ,"[0, 0, 1, 1, 0]"
18071,Q89360,Dieter Oesterlen,P21,sex or gender,what is dieter oesterlen's gender ,"[0, 0, 1, 1, 0]"
18072,Q193592,midfielder,P413,position played on team / speciality,which player plays the midfielder football position,"[0, 0, 0, 0, 1, 0, 0]"
18073,Q978036,Francisco Camps,P27,country of citizenship,what is francisco camps's nationality,"[0, 0, 1, 1, 0]"
18074,Q535776,Tyler McVey,P19,place of birth,from what city in Michigan is tyler mcvey from,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
18075,Q682616,Cobb,P131,located in the administrative territorial entity,what county is cobb a part of,"[0, 0, 0, 1, 0, 0, 0]"
18076,Q7329393,Richard Tapper Cadbury,P19,place of birth,where was richard tapper cadbury born,"[0, 0, 1, 1, 1, 0]"
18077,Q351410,Alfred Edward Housman,P50,author,what book is written by a. e. housman,"[0, 0, 0, 0, 0, 0, 0, 1]"
18078,Q45447,Georg Danzer,P21,sex or gender,what is the gender of georg danzer?,"[0, 0, 0, 0, 0, 1, 1]"
18079,Q359762,Dick Allman,P413,position played on team / speciality,which position does dick allman play,"[0, 0, 0, 1, 1, 0]"
18080,Q5239311,Sunday,P86,composer,Who did the music for the film sunday,"[0, 0, 0, 0, 0, 0, 0, 1]"
18081,Q280658,forward,P413,position played on team / speciality,who played forward,"[0, 0, 1]"
18082,Q170068,Akseli Gallen-Kallela,P20,place of death,which city did akseli gallen-kallela die ,"[0, 0, 0, 1, 1, 0]"
18083,Q441938,Peggy Noonan,P21,sex or gender,what gender is peggy noonan,"[0, 0, 0, 1, 1]"
18084,Q1091995,Yankee Hotel Foxtrot,P136,genre,what type of rock is the album yankee hotel foxtrot,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
18085,Q6169767,Yanis Chimaras,P19,place of birth,where was yanis chimaras born ,"[0, 0, 1, 1, 0]"
18086,Q3180219,Joe Yule,P19,place of birth,Where was joe yule born,"[0, 0, 1, 1, 0]"
18087,Q1478810,Ostrogski Palace,P149,architectural style,What kind of architectural style does ostrogski palace have?,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
18088,Q2906938,The Fox in the Chicken Coop,P364,original language of film or TV show,Which language is in the film the fox in the chicken coop,"[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
18089,Q358753,Milcho Leviev,P106,occupation,What was the profession of milcho leviev,"[0, 0, 0, 0, 0, 1, 1]"
18090,Q3983379,Ten Minutes Older: The Trumpet,P57,director,Who directed the film ten minutes older: the trumpet,"[0, 0, 1, 0, 1, 1, 1, 1, 1]"
18091,Q7172307,Pete Treacey,P19,place of birth,where was pete treacey born,"[0, 0, 1, 1, 0]"
18092,Q967297,Danylo Sapunov,P21,sex or gender,what is the gender of danylo sapunov,"[0, 0, 0, 0, 0, 1, 1]"
18093,Q584897,Antje Tillmann,P21,sex or gender,What is Antje Tillmann's gender?,"[0, 0, 1, 1, 0]"
18094,Q1807377,"Run, Man, Run!",P495,country of origin,"what country is run, man, run! filmed in","[0, 0, 0, 1, 1, 1, 0, 0]"
18095,Q1731,Dresden,P19,place of birth,Name a person born in dresden.,"[0, 0, 0, 0, 0, 1]"
18096,Q331702,Abdul Rashid Dostum,P607,conflict,what conflict did abdul rashid dostum participate in,"[0, 0, 0, 1, 1, 1, 0, 0]"
18097,Q7044580,No More Sunsets,P136,genre,what type of movie is no more sunsets,"[0, 0, 0, 0, 0, 1, 1, 1]"
18098,Q8261,novel,P136,genre,What's an example of a novel,"[0, 0, 0, 0, 0, 1]"
18099,Q5726806,Henry Pedris,P19,place of birth,where was henry pedris born,"[0, 0, 1, 1, 0]"
18100,Q231156,Mina,P19,place of birth,where was mina (singer) born,"[0, 0, 1, 0, 0]"
18101,Q3048731,Edward Scissorhands - Original Motion Picture Soundtrack,P175,performer,who was the artist in the film edward scissorhands,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
18102,Q601511,Confidence,P136,genre,What category is the Hungarian film confidence released in?,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
18103,Q7758677,The Psychotronic Man,P364,original language of film or TV show,What language is the film the psychotronic man in?,"[0, 0, 0, 1, 0, 1, 1, 1, 0]"
18104,Q2404007,35 Cancri,P59,constellation,What constellation is 35 cancri a part of,"[0, 0, 0, 1, 1, 0, 0, 0]"
18105,Q280658,forward,P413,position played on team / speciality,Name a football forward,"[0, 0, 0, 1]"
18106,Q710334,Arthur Laurents,P50,author,which works by arthur laurents takes place in the 1950s?,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
18107,Q4542897,(30811) 1990 OD2,P196,minor planet group,which celestial group is (30811) 1990 od2 a member of,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
18108,Q6102429,Izuna 2: The Unemployed Ninja Returns,P136,genre,what type of video game is izuna 2: the unemployed ninja returns?,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
18109,Q6388976,Kenderick Allen,P19,place of birth,Where was kenderick allen born?,"[0, 0, 1, 1, 0]"
18110,Q843868,Wrexham County Borough,P17,country,which country is under the administrative division of wrexham county borough,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
18111,Q43196,Cincinnati,P19,place of birth,"Who's a critic born in cincinnati, ohio","[0, 0, 0, 0, 0, 1, 0]"
18112,Q14278,John Frederick William Herschel,P138,named after,Who is the namesake of john herschel,"[0, 0, 0, 0, 0, 1, 1]"
18113,Q970089,Unfaithful,P1040,film editor,who edited unfaithful (2002 film)?,"[0, 0, 1, 0, 0]"
18114,Q7264398,Pârâul Satului,P17,country,What country is the pârâul satului river located?,"[0, 0, 0, 0, 1, 1, 0, 0]"
18115,Q6117259,Jackson Miller,P27,country of citizenship,which country is jackson miller from,"[0, 0, 0, 1, 1, 0]"
18116,Q459190,Wolfgang Dauner,P27,country of citizenship,which country is wolfgang dauner from,"[0, 0, 0, 1, 1, 0]"
18117,Q355348,William Clark,P27,country of citizenship,What is william clark's nationality,"[0, 0, 1, 1, 0]"
18118,Q7650136,Sutter's Gold,P57,director,which james directed sutter's gold,"[0, 0, 0, 1, 1]"
18119,Q7819124,Tommie Frazier,P19,place of birth,which city was tommie frazier born in,"[0, 0, 0, 1, 1, 0, 0]"
18120,Q762558,Leon Schlesinger,P162,producer,what film did leon schlesinger produce ,"[0, 0, 0, 1, 1, 0]"
18121,Q5418106,Everything Will Never Be OK,P175,performer,which artist released the album everything will never be ok?,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
18122,Q4373295,Igor Portnyagin,P27,country of citizenship,what is igor portnyagin's country of nationality?,"[0, 0, 1, 1, 0, 0, 0]"
18123,Q571032,Django Unchained,P1431,executive producer,who is the producer of django unchained?,"[0, 0, 0, 0, 0, 1, 1]"
18124,Q663856,Charles Hugo,P19,place of birth,Where was charles hugo born?,"[0, 0, 1, 1, 0]"
18125,Q4656592,A Dream of Wessex,P50,author,Who authored a dream of wessex?,"[0, 1, 1, 1, 1, 1]"
18126,Q15110719,Cassidy Gard,P27,country of citizenship,Which country is cassidy gard from?,"[0, 0, 0, 1, 1, 0]"
18127,Q7786236,This Revolution,P364,original language of film or TV show,what language was this revolution filmed in?,"[0, 0, 0, 1, 1, 0, 0]"
18128,Q392070,Craig Kennedy,P21,sex or gender,which gender is craig kennedy,"[0, 0, 0, 1, 1]"
18129,Q1509,Tennessee,P19,place of birth,Who was born in tennessee,"[0, 0, 0, 0, 1]"
18130,Q6004939,Immigrant Nation! The Battle for the Dream,P136,genre,what film genre is the movie  immigrant nation! the battle for the dream,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
18131,Q5115575,Chuck Kress,P21,sex or gender,what gender is chuck kress,"[0, 0, 0, 1, 1]"
18132,Q7586419,Srinagara Kitty,P21,sex or gender,which gender is srinagar kitty,"[0, 0, 0, 0, 1]"
18133,Q7294927,Rashid Yussuff,P19,place of birth,where was rashid yussuff born at?,"[0, 0, 1, 1, 0, 0]"
18134,Q608167,James Ramsay,P19,place of birth,What is the birth place of james ramsay?,"[0, 0, 0, 0, 0, 0, 1, 1]"
18135,Q1045797,4533 Orth,P61,discoverer or inventor,Who discovered 4533 orth?,"[0, 0, 1, 1]"
